Time,Temp,Hum,Gas,Motion,AQI,Status
2026-04-29 06:51:06,30.0,77.5,240.0,0.0,20.0,EXCELLENT
2026-04-29 06:51:08,30.0,77.6,249.0,0.0,23.0,EXCELLENT
2026-04-29 06:51:10,30.0,77.5,241.0,0.0,20.3,EXCELLENT
2026-04-29 06:51:12,30.0,77.5,240.0,0.0,20.0,EXCELLENT
2026-04-29 06:51:14,30.0,77.5,244.0,0.0,21.3,EXCELLENT
2026-04-29 06:51:17,30.0,77.6,242.0,0.0,20.7,EXCELLENT
2026-04-29 06:51:19,30.0,77.6,242.0,0.0,20.7,EXCELLENT
2026-04-29 06:51:20,30.0,77.6,241.0,0.0,20.3,EXCELLENT
2026-04-29 06:51:22,30.0,77.6,240.0,0.0,20.0,EXCELLENT
2026-04-29 06:51:24,30.0,77.6,247.0,0.0,22.3,EXCELLENT
2026-04-29 06:51:26,30.0,77.6,242.0,0.0,20.7,EXCELLENT
2026-04-29 06:51:28,29.9,77.6,240.0,0.0,20.0,EXCELLENT
2026-04-29 06:51:30,30.0,77.6,246.0,0.0,22.0,EXCELLENT
2026-04-29 06:51:32,29.9,77.5,240.0,0.0,20.0,EXCELLENT
2026-04-29 06:51:35,30.0,77.6,246.0,0.0,22.0,EXCELLENT
2026-04-29 06:51:37,29.9,77.6,239.0,0.0,19.7,EXCELLENT
2026-04-29 06:51:39,30.0,77.6,243.0,0.0,21.0,EXCELLENT
2026-04-29 06:51:41,29.9,77.6,235.0,0.0,18.3,EXCELLENT
2026-04-29 06:51:42,29.9,77.7,238.0,0.0,19.3,EXCELLENT
2026-04-29 06:51:44,29.9,77.6,244.0,0.0,21.3,EXCELLENT
2026-04-29 06:51:46,29.9,77.7,240.0,0.0,20.0,EXCELLENT
2026-04-29 06:51:49,29.9,77.7,241.0,0.0,20.3,EXCELLENT
2026-04-29 06:51:51,30.0,77.7,240.0,0.0,20.0,EXCELLENT
2026-04-29 06:51:53,29.9,77.6,240.0,0.0,20.0,EXCELLENT
2026-04-29 06:51:55,29.9,77.6,243.0,0.0,21.0,EXCELLENT
2026-04-29 06:51:57,29.9,77.7,240.0,0.0,20.0,EXCELLENT
2026-04-29 06:51:59,29.9,77.7,240.0,0.0,20.0,EXCELLENT
2026-04-29 06:52:00,30.0,77.7,240.0,0.0,20.0,EXCELLENT
2026-04-29 06:52:02,29.9,77.7,249.0,0.0,23.0,EXCELLENT
2026-04-29 06:52:05,30.0,77.7,238.0,0.0,19.3,EXCELLENT
2026-04-29 06:52:07,29.9,77.7,245.0,0.0,21.7,EXCELLENT
2026-04-29 06:52:09,29.9,77.7,238.0,0.0,19.3,EXCELLENT
2026-04-29 06:52:11,29.9,77.8,240.0,0.0,20.0,EXCELLENT
2026-04-29 06:52:13,29.9,77.7,241.0,0.0,20.3,EXCELLENT
2026-04-29 06:52:15,29.9,77.7,242.0,0.0,20.7,EXCELLENT
2026-04-29 06:52:17,29.9,77.7,239.0,0.0,19.7,EXCELLENT
2026-04-29 06:52:19,29.9,77.8,240.0,0.0,20.0,EXCELLENT
2026-04-29 06:52:21,29.9,77.8,239.0,0.0,19.7,EXCELLENT
